伝票番号,購入日時,店舗,顧客ID,商品カテゴリ,商品名,単価,数量,合計購入金額,決済方法
INV-18537,2025-02-04,横浜店,C-212,家庭用品,セラミックフライパン,2921,1,2921,QR決済
INV-16503,2025-02-04,ECサイト,C-187,家庭用品,LED電球,7482,1,7482,クレジットカード
INV-14427,2025-02-04,ECサイト,C-087,飲料・酒類,高級赤ワイン,864,3,2592,クレジットカード
INV-13300,2025-02-04,千葉店,C-179,加工食品,レトルトカレー,796,2,1592,電子マネー
INV-10116,2025-02-04,さいたま店,C-172,生鮮食品,国産牛サーロイン,2243,5,11215,電子マネー
INV-14187,2025-02-04,東京本店,C-009,日用雑貨,キッチンペーパー,1460,1,1460,QR決済
INV-17705,2025-02-04,千葉店,C-257,家庭用品,電動歯ブラシ,7537,2,15074,クレジットカード
INV-13875,2025-02-04,千葉店,C-297,家庭用品,LED電球,2387,1,2387,電子マネー
INV-13742,2025-02-04,横浜店,C-109,家庭用品,LED電球,3522,1,3522,クレジットカード
INV-19102,2025-02-04,千葉店,C-076,飲料・酒類,高級赤ワイン,4931,3,14793,クレジットカード
INV-19540,2025-02-05,ECサイト,C-230,家庭用品,電動歯ブラシ,6045,3,18135,クレジットカード
INV-11211,2025-02-05,千葉店,C-260,生鮮食品,国産牛サーロイン,2190,1,2190,QR決済
INV-19682,2025-02-05,東京本店,C-270,日用雑貨,抗菌洗剤セット,439,1,439,電子マネー
INV-16596,2025-02-05,さいたま店,C-012,家庭用品,電動歯ブラシ,5648,1,5648,クレジットカード
INV-10486,2025-02-05,さいたま店,C-203,生鮮食品,朝採れ野菜セット,1222,3,3666,クレジットカード
INV-15419,2025-02-05,ECサイト,C-199,家庭用品,LED電球,2836,1,2836,現金
INV-19981,2025-02-05,さいたま店,C-230,家庭用品,電動歯ブラシ,2449,4,9796,QR決済
INV-10630,2025-02-05,さいたま店,C-050,日用雑貨,キッチンペーパー,558,5,2790,現金
INV-19387,2025-02-05,横浜店,C-135,加工食品,特製ドレッシング,373,3,1119,電子マネー
INV-14346,2025-02-05,千葉店,C-039,加工食品,レトルトカレー,379,1,379,電子マネー
INV-11466,2025-02-05,東京本店,C-095,生鮮食品,季節のフルーツ盛,2659,1,2659,クレジットカード
INV-14902,2025-02-05,さいたま店,C-108,加工食品,レトルトカレー,492,1,492,クレジットカード
INV-18987,2025-02-05,東京本店,C-051,加工食品,レトルトカレー,613,5,3065,電子マネー
INV-12396,2025-02-05,千葉店,C-203,生鮮食品,国産牛サーロイン,1371,1,1371,QR決済
INV-17994,2025-02-05,さいたま店,C-067,飲料・酒類,ミネラルウォーター,2705,1,2705,現金
INV-15544,2025-02-05,ECサイト,C-198,生鮮食品,朝採れ野菜セット,1599,4,6396,現金
INV-16140,2025-02-05,さいたま店,C-020,加工食品,パスタソース,567,1,567,現金
INV-16621,2025-02-05,横浜店,C-256,日用雑貨,キッチンペーパー,632,5,3160,電子マネー
INV-14139,2025-02-05,東京本店,C-291,生鮮食品,朝採れ野菜セット,2929,1,2929,電子マネー
INV-19152,2025-02-05,東京本店,C-168,加工食品,パスタソース,404,1,404,QR決済
INV-12549,2025-02-05,横浜店,C-271,日用雑貨,高機能マスク,850,1,850,電子マネー
INV-19373,2025-02-05,東京本店,C-100,生鮮食品,朝採れ野菜セット,2076,2,4152,電子マネー
INV-11113,2025-02-05,横浜店,C-048,生鮮食品,朝採れ野菜セット,1792,1,1792,現金
INV-12583,2025-02-05,東京本店,C-210,飲料・酒類,クラフトビール6缶パック,2422,1,2422,電子マネー
INV-12348,2025-02-05,横浜店,C-104,加工食品,パスタソース,751,1,751,QR決済
INV-19136,2025-02-05,千葉店,C-225,生鮮食品,季節のフルーツ盛,1452,2,2904,クレジットカード
INV-13849,2025-02-05,ECサイト,C-188,日用雑貨,キッチンペーパー,630,1,630,QR決済
INV-13975,2025-02-05,千葉店,C-030,家庭用品,電動歯ブラシ,7010,1,7010,クレジットカード
INV-13936,2025-02-06,千葉店,C-095,生鮮食品,季節のフルーツ盛,2538,4,10152,クレジットカード
INV-15049,2025-02-06,横浜店,C-059,加工食品,特製ドレッシング,450,1,450,QR決済
INV-11179,2025-02-06,東京本店,C-007,飲料・酒類,高級赤ワイン,2247,1,2247,QR決済
INV-14316,2025-02-06,ECサイト,C-166,飲料・酒類,ミネラルウォーター,4601,1,4601,現金
INV-14037,2025-02-06,さいたま店,C-074,家庭用品,電動歯ブラシ,3099,4,12396,現金
INV-17383,2025-02-06,ECサイト,C-009,加工食品,特製ドレッシング,529,2,1058,電子マネー
INV-11255,2025-02-06,千葉店,C-277,加工食品,パスタソース,559,5,2795,クレジットカード
INV-15972,2025-02-06,ECサイト,C-250,加工食品,レトルトカレー,553,1,553,QR決済
INV-11283,2025-02-06,東京本店,C-289,生鮮食品,季節のフルーツ盛,1821,2,3642,クレジットカード
INV-13718,2025-02-06,千葉店,C-288,家庭用品,LED電球,5263,1,5263,QR決済
INV-18380,2025-02-06,東京本店,C-220,日用雑貨,抗菌洗剤セット,1044,2,2088,現金
INV-17445,2025-02-06,ECサイト,C-173,生鮮食品,国産牛サーロイン,1665,1,1665,QR決済
INV-17669,2025-02-06,千葉店,C-008,生鮮食品,季節のフルーツ盛,1534,4,6136,現金
INV-13573,2025-02-06,さいたま店,C-273,飲料・酒類,ミネラルウォーター,2348,2,4696,電子マネー
INV-14975,2025-02-06,横浜店,C-165,日用雑貨,抗菌洗剤セット,1008,1,1008,QR決済
INV-12179,2025-02-06,東京本店,C-156,日用雑貨,キッチンペーパー,836,2,1672,クレジットカード
INV-19221,2025-02-06,横浜店,C-300,家庭用品,LED電球,4340,1,4340,クレジットカード
INV-15004,2025-02-06,千葉店,C-007,日用雑貨,高機能マスク,762,3,2286,QR決済
INV-15715,2025-02-06,横浜店,C-005,生鮮食品,季節のフルーツ盛,2971,2,5942,クレジットカード
INV-17039,2025-02-06,横浜店,C-011,家庭用品,LED電球,4703,3,14109,QR決済
INV-17400,2025-02-06,千葉店,C-063,生鮮食品,季節のフルーツ盛,2197,1,2197,現金
INV-16736,2025-02-06,ECサイト,C-053,家庭用品,LED電球,7244,1,7244,電子マネー
INV-19779,2025-02-06,ECサイト,C-271,加工食品,特製ドレッシング,587,1,587,QR決済
INV-13327,2025-02-06,横浜店,C-040,加工食品,レトルトカレー,696,1,696,クレジットカード
INV-17732,2025-02-06,千葉店,C-260,日用雑貨,抗菌洗剤セット,1191,1,1191,現金
INV-13417,2025-02-06,さいたま店,C-136,生鮮食品,季節のフルーツ盛,2337,1,2337,クレジットカード
INV-15469,2025-02-06,ECサイト,C-240,加工食品,パスタソース,685,1,685,電子マネー
INV-13498,2025-02-06,ECサイト,C-205,日用雑貨,抗菌洗剤セット,792,2,1584,クレジットカード
INV-19357,2025-02-06,横浜店,C-212,日用雑貨,キッチンペーパー,882,1,882,QR決済
INV-11649,2025-02-06,千葉店,C-272,日用雑貨,高機能マスク,1350,2,2700,QR決済
INV-12030,2025-02-06,ECサイト,C-300,飲料・酒類,クラフトビール6缶パック,3423,2,6846,電子マネー
INV-12288,2025-02-06,横浜店,C-150,日用雑貨,高機能マスク,1391,2,2782,現金
INV-13474,2025-02-06,千葉店,C-071,日用雑貨,抗菌洗剤セット,1465,1,1465,クレジットカード
INV-11773,2025-02-07,横浜店,C-081,生鮮食品,季節のフルーツ盛,2917,5,14585,現金
INV-18305,2025-02-07,ECサイト,C-098,生鮮食品,季節のフルーツ盛,1651,1,1651,QR決済
INV-14313,2025-02-07,東京本店,C-027,飲料・酒類,高級赤ワイン,2930,2,5860,クレジットカード
INV-17834,2025-02-07,さいたま店,C-286,加工食品,パスタソース,328,3,984,QR決済
INV-18893,2025-02-07,さいたま店,C-060,家庭用品,LED電球,6347,1,6347,クレジットカード
INV-11081,2025-02-07,ECサイト,C-292,飲料・酒類,ミネラルウォーター,2643,1,2643,QR決済
INV-12437,2025-02-07,東京本店,C-038,家庭用品,セラミックフライパン,7830,1,7830,QR決済
INV-12875,2025-02-07,東京本店,C-202,加工食品,特製ドレッシング,360,2,720,QR決済
INV-18271,2025-02-07,東京本店,C-269,日用雑貨,抗菌洗剤セット,1180,1,1180,現金
INV-16982,2025-02-07,ECサイト,C-253,家庭用品,LED電球,2021,1,2021,クレジットカード
INV-19608,2025-02-07,さいたま店,C-068,家庭用品,LED電球,3495,5,17475,現金
INV-17748,2025-02-07,ECサイト,C-181,日用雑貨,高機能マスク,1256,1,1256,現金
INV-11070,2025-02-07,横浜店,C-177,家庭用品,セラミックフライパン,7341,1,7341,現金
INV-11555,2025-02-07,ECサイト,C-162,日用雑貨,キッチンペーパー,1299,5,6495,クレジットカード
INV-11112,2025-02-07,ECサイト,C-030,飲料・酒類,クラフトビール6缶パック,1836,1,1836,電子マネー
INV-18718,2025-02-07,ECサイト,C-090,日用雑貨,抗菌洗剤セット,1419,1,1419,QR決済
INV-19022,2025-02-07,さいたま店,C-130,飲料・酒類,高級赤ワイン,4032,1,4032,電子マネー
INV-12880,2025-02-07,さいたま店,C-253,家庭用品,LED電球,7003,1,7003,QR決済
INV-19594,2025-02-07,千葉店,C-095,日用雑貨,キッチンペーパー,1257,3,3771,クレジットカード
INV-13695,2025-02-07,さいたま店,C-045,家庭用品,セラミックフライパン,5460,3,16380,QR決済
INV-18728,2025-02-07,東京本店,C-168,生鮮食品,国産牛サーロイン,2091,1,2091,電子マネー
INV-12101,2025-02-07,さいたま店,C-172,加工食品,レトルトカレー,766,3,2298,電子マネー
INV-15311,2025-02-07,千葉店,C-210,生鮮食品,朝採れ野菜セット,1273,1,1273,QR決済
INV-16943,2025-02-07,東京本店,C-015,生鮮食品,朝採れ野菜セット,2511,1,2511,クレジットカード
INV-18664,2025-02-07,千葉店,C-123,家庭用品,電動歯ブラシ,2977,1,2977,電子マネー
INV-15420,2025-02-07,東京本店,C-264,加工食品,パスタソース,782,1,782,現金
INV-17266,2025-02-07,さいたま店,C-289,生鮮食品,季節のフルーツ盛,2057,1,2057,QR決済
INV-12043,2025-02-08,横浜店,C-080,加工食品,パスタソース,700,1,700,QR決済
INV-16733,2025-02-08,千葉店,C-060,生鮮食品,季節のフルーツ盛,2872,2,5744,QR決済
INV-12601,2025-02-08,東京本店,C-257,日用雑貨,高機能マスク,755,1,755,クレジットカード
INV-10562,2025-02-08,さいたま店,C-005,日用雑貨,高機能マスク,1300,2,2600,クレジットカード
INV-18189,2025-02-08,千葉店,C-275,日用雑貨,抗菌洗剤セット,1352,1,1352,電子マネー
INV-15724,2025-02-08,横浜店,C-198,家庭用品,セラミックフライパン,3615,2,7230,現金
INV-11490,2025-02-08,さいたま店,C-072,加工食品,パスタソース,668,3,2004,クレジットカード
INV-15848,2025-02-08,千葉店,C-081,加工食品,パスタソース,361,1,361,QR決済
INV-10589,2025-02-08,東京本店,C-007,飲料・酒類,ミネラルウォーター,3067,1,3067,電子マネー
INV-10762,2025-02-08,ECサイト,C-179,生鮮食品,季節のフルーツ盛,2726,4,10904,クレジットカード
INV-16255,2025-02-08,横浜店,C-279,生鮮食品,季節のフルーツ盛,1820,1,1820,現金
INV-14251,2025-02-08,東京本店,C-291,飲料・酒類,高級赤ワイン,4389,1,4389,QR決済
INV-16848,2025-02-08,横浜店,C-181,家庭用品,電動歯ブラシ,4743,1,4743,クレジットカード
INV-11689,2025-02-08,ECサイト,C-148,家庭用品,セラミックフライパン,7612,2,15224,クレジットカード
INV-18465,2025-02-08,さいたま店,C-139,生鮮食品,朝採れ野菜セット,1865,1,1865,電子マネー
INV-17422,2025-02-08,千葉店,C-178,飲料・酒類,ミネラルウォーター,2052,1,2052,QR決済
INV-17927,2025-02-08,東京本店,C-212,家庭用品,電動歯ブラシ,6024,1,6024,クレジットカード
INV-12456,2025-02-08,千葉店,C-222,生鮮食品,国産牛サーロイン,1677,1,1677,電子マネー
INV-19751,2025-02-09,千葉店,C-048,生鮮食品,国産牛サーロイン,1286,2,2572,現金
INV-12067,2025-02-09,さいたま店,C-091,日用雑貨,高機能マスク,622,2,1244,QR決済
INV-11400,2025-02-09,横浜店,C-229,日用雑貨,抗菌洗剤セット,1097,2,2194,電子マネー
INV-19301,2025-02-09,東京本店,C-091,加工食品,パスタソース,678,3,2034,QR決済
INV-15945,2025-02-09,さいたま店,C-263,加工食品,レトルトカレー,502,5,2510,クレジットカード
INV-10351,2025-02-09,さいたま店,C-248,生鮮食品,季節のフルーツ盛,1328,1,1328,クレジットカード
INV-12815,2025-02-09,千葉店,C-038,生鮮食品,季節のフルーツ盛,2465,1,2465,現金
INV-15355,2025-02-09,さいたま店,C-055,家庭用品,LED電球,7911,1,7911,現金
INV-15343,2025-02-09,横浜店,C-288,飲料・酒類,クラフトビール6缶パック,1477,1,1477,QR決済
INV-19401,2025-02-09,千葉店,C-048,加工食品,特製ドレッシング,331,1,331,クレジットカード
INV-15571,2025-02-09,ECサイト,C-135,飲料・酒類,高級赤ワイン,829,1,829,クレジットカード
INV-15601,2025-02-09,ECサイト,C-238,日用雑貨,キッチンペーパー,1401,2,2802,電子マネー
INV-14042,2025-02-09,ECサイト,C-022,飲料・酒類,ミネラルウォーター,4664,1,4664,電子マネー
INV-18563,2025-02-09,ECサイト,C-003,生鮮食品,朝採れ野菜セット,2379,1,2379,QR決済
INV-15126,2025-02-09,千葉店,C-294,日用雑貨,高機能マスク,1199,1,1199,現金
INV-16397,2025-02-09,さいたま店,C-170,生鮮食品,季節のフルーツ盛,1588,2,3176,電子マネー
INV-19995,2025-02-09,横浜店,C-028,家庭用品,LED電球,5096,1,5096,クレジットカード
INV-14101,2025-02-09,ECサイト,C-249,日用雑貨,高機能マスク,511,1,511,QR決済
INV-17708,2025-02-09,ECサイト,C-278,家庭用品,セラミックフライパン,7660,1,7660,クレジットカード
INV-10852,2025-02-09,東京本店,C-236,生鮮食品,季節のフルーツ盛,2809,2,5618,現金
INV-17813,2025-02-09,横浜店,C-040,加工食品,パスタソース,783,3,2349,電子マネー
INV-11318,2025-02-09,さいたま店,C-030,日用雑貨,抗菌洗剤セット,563,1,563,現金
INV-17074,2025-02-09,さいたま店,C-026,飲料・酒類,クラフトビール6缶パック,4032,2,8064,QR決済
INV-13932,2025-02-09,東京本店,C-221,日用雑貨,高機能マスク,1299,1,1299,クレジットカード
INV-16288,2025-02-09,千葉店,C-157,生鮮食品,朝採れ野菜セット,1201,2,2402,クレジットカード
INV-15110,2025-02-09,横浜店,C-138,日用雑貨,キッチンペーパー,739,1,739,クレジットカード
INV-10906,2025-02-09,ECサイト,C-055,生鮮食品,国産牛サーロイン,2567,1,2567,QR決済
INV-14357,2025-02-09,東京本店,C-133,飲料・酒類,クラフトビール6缶パック,4184,1,4184,クレジットカード
INV-17105,2025-02-10,ECサイト,C-103,生鮮食品,季節のフルーツ盛,1659,3,4977,電子マネー
INV-13547,2025-02-10,さいたま店,C-266,飲料・酒類,高級赤ワイン,3287,1,3287,QR決済
INV-19062,2025-02-10,さいたま店,C-243,飲料・酒類,高級赤ワイン,3630,1,3630,現金
INV-19517,2025-02-10,ECサイト,C-144,家庭用品,LED電球,5330,1,5330,現金
INV-13551,2025-02-10,横浜店,C-035,家庭用品,セラミックフライパン,4923,1,4923,電子マネー
INV-13432,2025-02-10,千葉店,C-220,日用雑貨,高機能マスク,1239,1,1239,電子マネー
INV-18378,2025-02-10,さいたま店,C-073,加工食品,パスタソース,625,1,625,電子マネー
INV-10707,2025-02-10,ECサイト,C-202,加工食品,パスタソース,460,1,460,現金
INV-18623,2025-02-10,東京本店,C-225,生鮮食品,季節のフルーツ盛,2920,1,2920,QR決済
INV-14927,2025-02-10,ECサイト,C-012,加工食品,パスタソース,378,1,378,現金
INV-12743,2025-02-10,横浜店,C-205,飲料・酒類,クラフトビール6缶パック,2054,1,2054,電子マネー
INV-13098,2025-02-10,千葉店,C-047,生鮮食品,季節のフルーツ盛,1853,1,1853,電子マネー
INV-17875,2025-02-10,横浜店,C-292,加工食品,パスタソース,691,1,691,QR決済
INV-16308,2025-02-10,東京本店,C-078,加工食品,レトルトカレー,656,1,656,QR決済
INV-15092,2025-02-10,千葉店,C-290,日用雑貨,抗菌洗剤セット,839,1,839,電子マネー
INV-17842,2025-02-10,千葉店,C-185,生鮮食品,季節のフルーツ盛,1551,2,3102,電子マネー
INV-19174,2025-02-10,横浜店,C-103,日用雑貨,キッチンペーパー,771,3,2313,電子マネー
INV-12528,2025-02-10,千葉店,C-203,家庭用品,LED電球,4302,1,4302,電子マネー
INV-18372,2025-02-10,東京本店,C-198,生鮮食品,朝採れ野菜セット,2398,1,2398,電子マネー
INV-17820,2025-02-10,東京本店,C-005,家庭用品,LED電球,7726,4,30904,現金
INV-11046,2025-02-10,横浜店,C-087,日用雑貨,高機能マスク,990,1,990,電子マネー
INV-11541,2025-02-10,さいたま店,C-099,飲料・酒類,クラフトビール6缶パック,1856,3,5568,クレジットカード
INV-18581,2025-02-10,ECサイト,C-012,日用雑貨,高機能マスク,1039,1,1039,クレジットカード
INV-12068,2025-02-10,千葉店,C-040,日用雑貨,高機能マスク,1230,1,1230,電子マネー
INV-12685,2025-02-11,東京本店,C-236,生鮮食品,国産牛サーロイン,1739,1,1739,QR決済
